interaction_id,user_id,policy_id,timestamp,position
imp_000309,user_0284,10,2025-08-09 15:06:54,4
imp_000310,user_0897,67,2025-08-24 13:37:54,4
imp_000311,user_0788,9,2025-08-11 18:54:54,5
imp_000312,user_0007,12,2025-08-27 07:50:54,3
imp_000313,user_0199,93,2025-07-02 08:07:54,2
imp_000314,user_0788,12,2025-09-14 17:19:54,4
imp_000315,user_0966,40,2025-07-07 17:16:54,1
imp_000316,user_0179,46,2025-09-07 14:12:54,2
imp_000317,user_0907,12,2025-09-14 06:57:54,1
imp_000318,user_0212,66,2025-07-25 09:43:54,1
imp_000319,user_0108,10,2025-06-24 17:59:54,2
imp_000320,user_0414,17,2025-08-20 18:44:54,2
imp_000321,user_0986,71,2025-09-15 06:42:54,2
imp_000322,user_0101,66,2025-07-13 09:52:54,1
imp_000323,user_0236,12,2025-07-26 09:35:54,1
imp_000324,user_0269,69,2025-08-14 08:44:54,4
imp_000325,user_0861,93,2025-07-14 17:25:54,10
imp_000326,user_0328,12,2025-07-24 12:34:54,7
imp_000327,user_0174,6,2025-06-21 13:09:54,1
imp_000328,user_0076,21,2025-09-16 18:46:54,2
imp_000329,user_0220,58,2025-07-08 07:45:54,1
imp_000330,user_0235,74,2025-07-24 17:01:54,4
imp_000331,user_1000,17,2025-07-02 15:43:54,5
imp_000332,user_0314,12,2025-07-25 07:56:54,3
imp_000333,user_0945,72,2025-08-14 14:12:54,3
imp_000334,user_0762,42,2025-08-05 08:05:54,6
imp_000335,user_0201,51,2025-08-05 12:16:54,2
imp_000336,user_0031,66,2025-07-25 16:41:54,4
imp_000337,user_0969,83,2025-09-09 18:54:54,2
imp_000338,user_0441,89,2025-07-30 17:30:54,1
imp_000339,user_0068,34,2025-07-26 12:56:54,7
imp_000340,user_0839,30,2025-08-26 17:19:54,2
imp_000341,user_0882,34,2025-07-03 09:41:54,3
imp_000342,user_0357,27,2025-08-15 17:15:54,9
imp_000343,user_0893,87,2025-07-28 16:05:54,2
imp_000344,user_0444,40,2025-09-04 14:26:54,1
imp_000345,user_0065,28,2025-07-22 06:45:54,3
imp_000346,user_0835,12,2025-09-11 12:40:54,2
imp_000347,user_0128,12,2025-07-12 10:29:54,2
imp_000348,user_0959,30,2025-07-31 12:08:54,3
imp_000349,user_0947,71,2025-07-22 17:03:54,3
imp_000350,user_0385,84,2025-07-27 15:50:54,5
imp_000351,user_0270,12,2025-09-03 14:31:54,3
imp_000352,user_0046,12,2025-09-05 11:23:54,6
imp_000353,user_0721,51,2025-09-04 15:32:54,2
imp_000354,user_0345,47,2025-07-15 06:39:54,2
imp_000355,user_0142,58,2025-09-16 15:11:54,1
imp_000356,user_0381,37,2025-08-17 09:34:54,2
imp_000357,user_0064,54,2025-06-25 15:47:54,3
imp_000358,user_0875,83,2025-08-10 09:46:54,1
imp_000359,user_0821,58,2025-07-30 08:57:54,4
imp_000360,user_0252,73,2025-08-30 18:47:54,1
imp_000361,user_0723,45,2025-06-29 11:01:54,6
imp_000362,user_0030,56,2025-08-13 18:23:54,2
imp_000363,user_0251,72,2025-08-01 06:44:54,4
imp_000364,user_0850,34,2025-09-18 14:47:54,2
imp_000365,user_0819,31,2025-06-21 16:16:54,6
imp_000366,user_0518,74,2025-07-01 08:35:54,4
imp_000367,user_0033,15,2025-09-12 09:19:54,4
imp_000368,user_0304,36,2025-09-17 15:33:54,3
imp_000369,user_0605,12,2025-08-10 09:14:54,2
imp_000370,user_0057,49,2025-08-27 15:44:54,1
imp_000371,user_0024,24,2025-08-23 09:35:54,3
imp_000372,user_0669,47,2025-09-17 06:28:54,1
imp_000373,user_0812,49,2025-07-19 10:08:54,1
imp_000374,user_0351,23,2025-09-16 12:25:54,1
imp_000375,user_0870,63,2025-08-24 18:21:54,2
imp_000376,user_0098,13,2025-09-12 10:45:54,4
imp_000377,user_0338,36,2025-07-26 13:55:54,2
imp_000378,user_0068,34,2025-09-17 15:09:54,4
imp_000379,user_0324,11,2025-09-13 10:38:54,3
imp_000380,user_0079,24,2025-08-07 16:50:54,3
imp_000381,user_0721,54,2025-07-20 13:40:54,6
imp_000382,user_0855,12,2025-08-09 14:54:54,6
imp_000383,user_0804,51,2025-07-03 16:21:54,6
imp_000384,user_0492,94,2025-07-23 14:26:54,4
imp_000385,user_0258,79,2025-08-12 13:27:54,4
imp_000386,user_0968,44,2025-07-10 17:14:54,3
imp_000387,user_0586,36,2025-08-05 07:47:54,6
imp_000388,user_0678,16,2025-09-17 14:02:54,2
imp_000389,user_0727,89,2025-07-27 09:16:54,3
imp_000390,user_0570,73,2025-08-29 12:36:54,1
imp_000391,user_0333,82,2025-08-03 08:45:54,1
imp_000392,user_0193,77,2025-08-22 13:52:54,6
imp_000393,user_0401,72,2025-07-29 17:13:54,2
imp_000394,user_0468,84,2025-09-05 11:51:54,4
imp_000395,user_0946,42,2025-08-03 16:27:54,2
imp_000396,user_0319,80,2025-06-25 09:39:54,3
imp_000397,user_0558,77,2025-09-04 13:28:54,4
imp_000398,user_0548,3,2025-07-16 16:29:54,1
imp_000399,user_0340,12,2025-07-10 06:58:54,1
imp_000400,user_0375,35,2025-07-29 18:21:54,8
imp_000401,user_0012,15,2025-08-28 06:32:54,5
imp_000402,user_0684,35,2025-07-18 12:25:54,1
imp_000403,user_0489,12,2025-08-19 11:33:54,1
imp_000404,user_0638,49,2025-08-20 10:28:54,3
imp_000405,user_0542,71,2025-06-22 18:09:54,2
imp_000406,user_0423,93,2025-09-06 08:10:54,7
imp_000407,user_0999,12,2025-09-01 14:49:54,5
imp_000408,user_0547,16,2025-08-05 13:32:54,1
imp_000409,user_0161,94,2025-07-02 06:32:54,5
imp_000410,user_0733,31,2025-07-14 13:46:54,1
imp_000411,user_0986,13,2025-09-09 17:15:54,4
imp_000412,user_0330,22,2025-09-16 13:06:54,10
imp_000413,user_0938,84,2025-07-01 10:48:54,1
imp_000414,user_0267,73,2025-08-15 14:54:54,1
imp_000415,user_0166,30,2025-08-31 11:06:54,2
imp_000416,user_0338,28,2025-07-25 16:46:54,1
imp_000417,user_0288,44,2025-07-24 09:31:54,3
imp_000418,user_0790,12,2025-09-10 09:43:54,4
imp_000419,user_0480,72,2025-07-25 09:03:54,3
imp_000420,user_0270,17,2025-09-03 19:12:54,2
imp_000421,user_0661,12,2025-08-11 18:56:54,2
imp_000422,user_0934,92,2025-07-13 06:44:54,1
imp_000423,user_0691,28,2025-07-27 15:50:54,1
imp_000424,user_0198,30,2025-06-22 09:23:54,5
imp_000425,user_0084,42,2025-09-10 10:45:54,1
imp_000426,user_0517,69,2025-08-16 17:31:54,4
imp_000427,user_0629,28,2025-08-18 18:57:54,4
imp_000428,user_0189,80,2025-07-02 19:06:54,4
imp_000429,user_0383,86,2025-08-27 13:08:54,3
imp_000430,user_0466,65,2025-08-06 09:14:54,2
imp_000431,user_0592,33,2025-07-01 14:15:54,1
imp_000432,user_0961,43,2025-08-16 13:12:54,1
imp_000433,user_0474,28,2025-08-22 17:27:54,6
imp_000434,user_0373,73,2025-07-25 08:11:54,3
imp_000435,user_0091,44,2025-08-23 15:22:54,1
imp_000436,user_0320,47,2025-06-30 09:28:54,1
imp_000437,user_0340,61,2025-07-06 12:25:54,1
imp_000438,user_0682,4,2025-07-04 19:18:54,1
imp_000439,user_0005,8,2025-09-06 16:53:54,2
imp_000440,user_0206,44,2025-08-17 11:16:54,1
imp_000441,user_0256,45,2025-08-13 07:31:54,2
imp_000442,user_0498,12,2025-08-16 11:19:54,1
imp_000443,user_0091,12,2025-07-03 08:15:54,1
imp_000444,user_0441,47,2025-07-09 15:03:54,4
imp_000445,user_0963,28,2025-09-05 07:33:54,4
imp_000446,user_0644,64,2025-09-02 10:54:54,3
imp_000447,user_0920,18,2025-08-28 11:35:54,4
imp_000448,user_0496,34,2025-07-26 15:24:54,4
imp_000449,user_0875,66,2025-07-16 07:32:54,3
imp_000450,user_0365,19,2025-07-05 15:49:54,1
imp_000451,user_0251,49,2025-09-09 07:27:54,2
imp_000452,user_0757,24,2025-07-16 11:51:54,1
imp_000453,user_0437,74,2025-07-24 12:33:54,1
imp_000454,user_0565,16,2025-09-11 18:10:54,4
imp_000455,user_0356,63,2025-08-03 17:20:54,2
imp_000456,user_0828,73,2025-07-17 11:09:54,1
imp_000457,user_0345,58,2025-07-10 17:47:54,3
imp_000458,user_0881,82,2025-07-18 12:28:54,2
imp_000459,user_0215,72,2025-08-09 16:13:54,2
imp_000460,user_0297,77,2025-08-21 12:07:54,1
imp_000461,user_0627,43,2025-07-25 17:30:54,8
imp_000462,user_0783,28,2025-09-13 11:55:54,7
imp_000463,user_0664,15,2025-07-06 06:45:54,4
imp_000464,user_0525,82,2025-07-26 08:04:54,5
imp_000465,user_0196,12,2025-08-17 18:20:54,1
imp_000466,user_0307,12,2025-07-12 07:37:54,2
imp_000467,user_0657,48,2025-06-26 08:47:54,1
imp_000468,user_0970,83,2025-08-06 08:56:54,7
imp_000469,user_0265,43,2025-08-12 06:51:54,1
imp_000470,user_0504,48,2025-09-06 15:36:54,1
imp_000471,user_0069,9,2025-07-30 09:11:54,3
imp_000472,user_0963,35,2025-09-13 11:16:54,2
imp_000473,user_0525,29,2025-08-13 14:40:54,2
imp_000474,user_0430,84,2025-07-07 15:54:54,2
imp_000475,user_0898,38,2025-06-24 14:32:54,1
imp_000476,user_0100,87,2025-09-01 10:36:54,1
imp_000477,user_0160,23,2025-06-24 08:33:54,8
imp_000478,user_0044,28,2025-09-15 06:29:54,7
imp_000479,user_0089,78,2025-07-22 11:51:54,6
imp_000480,user_0064,47,2025-08-06 14:55:54,3
imp_000481,user_0841,15,2025-08-07 14:21:54,2
imp_000482,user_0357,47,2025-08-29 18:02:54,4
imp_000483,user_0468,11,2025-09-15 07:51:54,3
imp_000484,user_0103,32,2025-07-21 13:33:54,5
imp_000485,user_0206,82,2025-08-23 09:39:54,1
imp_000486,user_0961,32,2025-08-19 13:03:54,2
imp_000487,user_0153,79,2025-08-05 10:37:54,6
imp_000488,user_0100,36,2025-07-22 13:33:54,1
imp_000489,user_0568,74,2025-09-05 17:47:54,5
imp_000490,user_0494,31,2025-08-14 07:53:54,2
imp_000491,user_0354,81,2025-07-05 11:15:54,2
imp_000492,user_0809,68,2025-07-07 13:46:54,9
imp_000493,user_0651,28,2025-09-11 07:53:54,4
imp_000494,user_0667,72,2025-08-10 07:06:54,4
imp_000495,user_0533,52,2025-08-23 08:40:54,4
imp_000496,user_0708,34,2025-08-19 10:33:54,3
imp_000497,user_0741,27,2025-07-13 10:08:54,1
imp_000498,user_0318,24,2025-08-10 10:28:54,1
